Name,BSE Code,NSE Code,Industry,Current Price,Filter,Filter52wLow,Up from 52w low,Low price,High price,Sales,Net profit,Market Capitalization,Debt to equity,Average return on equity 3Years,ROCE3yr avg,Average dividend payout 3years,Price to Earning,Historical PE 5Years,PEG Ratio,OPM,Interest Coverage Ratio,Enterprise Value,Net worth,Reserves,Return on assets 3years,Price to book value,Price to Cash Flow,Price to Sales,EVEBITDA,Dividend Payout Ratio,Dividend yield,Current ratio,Sales growth 5Years,Profit growth 5Years,Pledged percentage,Promoter holding,Piotroski score
SpiceJet,500285,SPICEJET,Transport - Airlines,122.85,0,0,102.72,60.60,156.90,9894.92,-16.34,7367.54,,,43.13,0.00,,11.97,,5.29,0.93,8399.40,-350.68,-950.40,27.89,,21.51,0.74,10.78,0.00,0.00,0.44,7.88,11.77,39.34,60.00,5.00
SREI Infra. Fin.,523756,SREINFRA,Finance & Investments,7.85,0,0,4.67,7.50,40.60,6532.31,389.90,394.93,8.08,8.32,10.85,7.39,1.01,16.46,0.04,76.57,1.15,31617.73,4111.17,3607.93,1.03,0.10,0.28,0.06,6.24,5.17,6.37,1.27,15.21,25.87,0.00,60.80,7.00
SRF,503806,SRF,Textiles - Manmade,2683.00,0,0,65.96,1616.65,3090.00,7722.08,697.02,15422.02,0.90,15.87,13.22,13.25,22.13,19.59,0.70,18.18,5.22,18953.33,4127.67,4070.19,8.52,3.73,17.22,2.00,12.96,10.94,0.46,1.47,13.87,31.79,0.00,52.32,7.00
St Bk of India,500112,SBIN,Banks - Public Sector,255.95,0,0,4.24,245.55,373.80,257716.06,9480.58,228425.43,14.30,-0.33,4.61,286.46,24.56,39.91,-0.81,36.57,1.10,3357201.89,234495.66,233603.20,-0.02,0.97,7.73,0.89,19.16,0.00,0.00,3.27,6.03,-30.43,0.00,57.13,8.00
Star Cement,540575,STARCEMENT,Cement - North India,92.85,0,0,9.24,85.00,140.00,1773.98,294.13,3892.54,0.04,20.54,18.20,4.23,13.23,14.26,0.09,24.22,29.25,3755.05,1723.66,1681.74,13.09,2.26,6.33,2.19,8.49,0.00,0.00,4.38,12.24,146.31,0.00,67.94,7.00
Sterlite Tech.,532374,STRTECH,Cables - Telephone,151.40,0,0,56.73,96.60,399.90,5642.36,583.42,6111.81,1.20,33.37,27.22,21.01,10.48,25.30,0.14,21.23,7.91,7945.25,1719.31,1638.79,13.78,3.55,9.69,1.08,6.43,14.31,2.31,1.25,14.69,75.33,0.00,53.82,5.00
Strides Pharma,532531,STAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,309.05,0,0,4.04,297.05,551.40,3045.97,335.93,2767.53,1.22,18.50,12.60,7.01,8.42,24.63,-0.29,12.90,2.84,5472.35,2648.71,2559.16,7.64,1.04,46.05,0.91,7.49,8.27,0.97,1.70,17.57,-28.70,13.02,31.24,3.00
Sudarshan Chem.,506655,SUDARSCHEM,Dyes And Pigments,372.15,1,0,28.24,290.20,424.45,1488.24,100.39,2576.29,0.52,20.31,18.95,27.37,29.21,18.82,1.51,14.16,11.50,2882.12,598.59,584.74,11.08,4.30,30.26,1.73,13.23,27.41,1.61,2.05,7.15,19.36,0.00,52.89,6.00
Sun Pharma.Inds.,524715,SUNPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,386.55,0,0,12.19,344.55,640.75,30216.10,3105.59,92746.29,0.25,11.94,14.09,19.90,22.90,42.29,-3.84,22.16,11.22,95985.05,41409.06,41169.13,8.67,2.24,42.22,3.07,12.41,24.75,0.71,3.27,12.57,-5.96,10.97,54.39,6.00
Sun TV Network,532733,SUNTV,Entertainment / Electronic Media Software,477.90,1,0,22.74,389.35,683.80,3644.24,1367.59,18833.30,0.00,25.77,39.31,32.49,13.77,25.65,1.01,68.94,602.83,18362.40,5440.52,5243.48,25.62,3.46,10.60,5.17,6.68,21.19,1.57,2.73,11.81,13.59,3.75,75.00,9.00
Sundram Fasten.,500403,SUNDRMFAST,Fasteners,470.30,1,0,17.84,399.10,595.75,3972.67,421.86,9881.00,0.42,25.66,26.81,26.93,23.42,23.68,0.84,18.48,17.71,10671.53,1907.05,1886.04,17.86,5.18,24.21,2.49,14.19,24.51,1.08,2.13,14.63,27.88,0.00,49.53,6.00
Sunteck Realty,512179,SUNTECK,Construction,407.10,0,0,37.70,295.65,533.35,819.70,192.51,5957.70,0.22,9.76,12.51,9.30,30.95,26.64,3.58,37.90,8.87,6444.40,2833.54,2819.51,6.97,2.10,-757.74,7.27,18.18,9.25,0.37,9.94,-1.53,8.65,0.00,67.15,4.00
Suprajit Engg.,532509,SUPRAJIT,Auto Ancillaries,174.55,1,0,19.55,146.00,249.00,1591.52,129.84,2441.47,0.47,21.56,22.69,15.86,18.80,26.24,0.86,14.37,9.09,2757.00,775.08,761.09,13.33,3.15,16.87,1.53,10.26,16.20,0.89,2.10,24.09,21.79,0.00,44.50,7.00
Supreme Inds.,509930,SUPREMEIND,Plastics Products,1220.60,1,0,30.43,935.85,1247.65,5698.46,399.43,15504.90,0.08,23.66,30.77,38.80,39.62,29.09,5.93,13.27,23.85,15630.01,2153.97,2128.56,20.53,7.20,27.89,2.72,19.68,36.81,1.07,1.49,10.52,6.68,0.00,49.70,6.00
Suven Life Scie.,530239,SUVEN,Pharmaceuticals - Indian - Bulk Drugs,272.80,0,0,49.32,182.70,304.75,670.83,168.40,3472.27,0.04,16.20,22.02,11.70,20.62,19.43,-17.47,38.06,63.07,3496.92,993.61,980.88,15.09,3.49,45.60,5.18,12.74,12.72,0.55,2.75,5.39,-1.18,0.00,60.00,6.00
Suzlon Energy,532667,SUZLON,Electric Equipment,2.20,0,0,7.32,2.05,8.40,4590.42,-1292.85,1170.35,,,19.91,0.00,,11.71,,4.38,-0.06,12647.76,-8497.61,-9561.56,-12.08,,0.92,0.25,49.61,0.00,0.00,1.15,-24.44,8.04,76.34,19.79,3.00
Swan Energy,503310,SWANENERGY,Textiles - Products,106.75,0,0,16.99,91.25,137.30,891.62,-5.31,2607.44,1.17,-1.07,3.20,76.81,,1744.46,,8.72,1.30,3644.31,923.66,899.23,-0.40,2.82,62.29,2.92,43.21,-45.95,0.00,1.25,21.78,,25.63,64.89,6.00
Symphony,517385,SYMPHONY,Domestic Appliances,1283.55,1,0,58.10,811.85,1589.10,990.00,105.00,8979.33,0.28,29.29,38.26,23.13,76.86,61.98,6.00,15.45,18.40,9113.43,666.07,652.07,29.36,13.48,64.38,9.07,46.03,34.12,0.35,1.74,19.45,12.80,0.00,75.00,4.00
Syngene Intl.,539268,SYNGENE,Pharmaceuticals - Indian - Bulk Drugs & Formln,307.70,0,0,23.06,250.05,369.00,1840.50,336.60,12308.00,0.41,19.46,16.65,5.51,36.57,35.98,1.88,29.74,14.28,12685.90,2167.20,1767.20,12.28,6.26,19.54,6.69,20.32,3.02,0.08,1.65,21.15,19.41,0.00,71.03,5.00
T N Newsprint,531426,TNPL,Paper,203.10,0,0,34.46,151.05,295.00,4108.51,146.80,1405.66,1.19,7.39,9.92,-2.50,7.17,8.15,-2.48,17.56,2.33,3312.87,1651.51,1582.30,2.83,0.85,1.72,0.34,4.36,55.12,3.70,0.89,12.31,-2.89,0.00,35.32,8.00
T.V. Today Netw.,532515,TVTODAY,Entertainment / Electronic Media Software,306.65,1,0,29.28,237.20,424.40,782.78,143.42,1829.51,0.00,18.40,28.27,10.71,12.76,18.44,0.76,27.24,194.87,1539.45,836.36,806.53,18.16,2.19,50.67,2.34,5.98,10.33,0.73,4.03,12.77,16.76,0.00,57.96,6.00
Take Solutions,532890,TAKE,Computers - Software - Medium / Small,103.10,0,0,9.97,93.75,194.70,2154.20,168.99,1525.20,0.31,14.34,14.74,10.65,9.03,13.93,0.36,17.84,7.91,1929.48,1518.24,1503.62,11.10,1.00,14.72,0.71,4.79,8.24,0.97,3.53,20.11,24.95,0.00,66.89,2.00
Tata Chemicals,500770,TATACHEM,Chemicals,582.30,0,0,7.24,543.00,727.40,11448.86,1189.64,14834.67,0.50,15.05,13.60,26.27,13.08,13.88,0.52,19.16,5.68,19025.91,12341.27,12086.45,6.90,1.20,9.38,1.30,7.06,27.56,2.15,1.51,-6.59,25.16,0.00,30.63,6.00
Tata Coffee,532301,TATACOFFEE,Tea,74.65,0,0,11.42,67.00,106.60,1848.49,69.28,1394.24,0.98,9.50,12.62,29.55,24.11,19.65,-1.29,13.84,4.10,2498.40,1180.28,1161.60,4.47,1.18,9.63,0.75,9.08,40.74,2.01,1.57,1.47,-18.67,0.00,57.48,5.00
Tata Elxsi,500408,TATAELXSI,Computers - Software - Medium / Small,675.05,1,0,13.98,592.25,1211.40,1576.60,268.25,4203.97,0.00,35.84,54.11,28.68,15.67,29.22,0.51,24.00,300.49,3688.16,942.76,880.48,34.90,4.46,19.57,2.67,8.66,29.00,2.00,5.40,15.64,30.80,0.00,44.53,7.00
Tata Global,500800,TATAGLOBAL,Tea,270.65,0,0,52.87,177.05,287.70,7346.04,417.28,17081.53,0.16,6.40,10.03,35.55,39.31,29.86,-119.12,10.92,14.14,17189.02,7331.69,7268.58,4.83,2.33,81.39,2.33,17.89,38.65,0.92,3.19,-1.29,-0.33,3.99,34.45,5.00
Tata Inv.Corpn.,501301,TATAINVEST,Finance & Investments,809.95,0,0,23.85,654.00,933.00,175.77,146.31,4097.97,0.00,3.04,3.47,68.19,28.01,21.07,-7.49,89.78,5254.33,4081.41,7820.22,7769.62,4.29,0.52,43.32,23.31,25.85,68.54,2.47,0.02,-3.83,-3.74,0.00,73.38,6.00
Tata Metaliks,513434,TATAMETALI,Steel - Pig Iron,528.80,0,0,10.07,480.40,715.90,2186.60,171.13,1485.13,0.06,45.73,31.03,5.21,8.68,7.30,0.35,13.05,5.94,1498.50,767.08,738.99,19.90,1.94,4.03,0.68,5.08,5.40,0.66,1.22,13.16,24.96,0.00,55.06,6.00
Tata Motors,500570,TATAMOTORS,Automobiles - LCVs / HCVs,115.30,0,0,8.77,106.00,239.35,296917.03,-30622.20,35915.00,1.76,5.79,6.25,0.00,,13.38,,7.83,0.63,109441.52,60179.56,59500.34,2.37,0.60,1.90,0.12,4.10,0.00,0.00,1.07,5.34,,4.67,38.37,5.00
Tata Power Co.,500400,TATAPOWER,Power Generation And Supply,59.35,0,0,17.87,50.35,86.15,30022.19,671.30,16052.83,2.90,3.24,7.33,23.29,21.08,56.01,9.37,19.49,1.41,63771.42,16721.16,16450.66,0.71,0.88,3.51,0.53,7.52,16.05,2.19,1.19,-3.72,2.25,4.34,33.00,8.00
Tata Steel,500470,TATASTEEL,Steel - Large,351.55,0,0,9.11,322.20,610.60,160768.95,7962.32,39606.23,1.51,8.01,11.33,0.07,5.05,7.20,0.22,17.46,2.84,137067.77,66650.08,65505.14,2.32,0.57,1.56,0.25,4.58,14.57,3.76,1.07,1.19,22.63,3.51,33.12,7.00
TCNS Clothing,541700,TCNSBRANDS,Textiles - Products,749.70,0,0,45.57,515.00,870.00,1190.99,131.45,4607.74,0.00,24.15,35.77,0.00,35.05,38.29,,17.28,17.91,4584.87,618.58,606.30,19.79,7.45,51.26,3.87,21.46,0.00,0.00,3.38,,,0.00,32.38,5.00
TCS,532540,TCS,Computers - Software - Large,2059.95,1,0,15.47,1784.00,2296.20,150374.00,32263.00,772972.49,0.00,33.13,43.65,35.98,23.96,23.02,2.27,26.91,97.84,760186.49,89446.00,89071.00,32.31,8.64,27.03,5.14,16.81,35.75,1.46,2.83,12.35,10.55,2.94,72.05,8.00
Team Lease Serv.,539658,TEAMLEASE,Miscellaneous,3000.60,0,0,39.55,2150.25,3210.00,4677.50,95.00,5130.06,0.02,18.57,18.24,0.00,54.00,48.77,1.33,2.07,14.28,5017.65,539.12,522.02,16.28,9.52,-414.80,1.10,44.40,0.00,0.00,1.28,23.80,40.56,1.22,40.27,7.00
Tech Mahindra,532755,TECHM,Computers - Software - Large,704.95,1,0,16.11,607.15,846.50,35118.85,4348.64,68015.01,0.10,20.23,24.77,29.85,15.64,16.23,2.07,17.75,39.35,67651.81,20273.70,19838.70,16.02,3.35,15.35,1.94,9.67,28.91,2.02,1.81,13.07,7.55,0.00,35.90,7.00
Tejas Networks,540595,TEJASNET,Telecommunications - Service Provider,83.45,0,0,11.27,75.00,291.80,826.38,108.06,768.65,0.00,14.35,13.19,2.15,7.11,21.63,0.06,19.11,7.34,645.60,1325.75,1230.57,12.76,0.58,-9.42,0.93,3.36,6.45,1.24,5.07,16.31,120.12,0.00,0.00,4.00
The Ramco Cement,500260,RAMCOCEM,Cement - South India,734.75,0,0,34.50,546.30,845.10,5310.29,572.88,17309.00,0.36,14.79,16.06,12.56,30.21,29.53,0.93,21.57,16.55,18834.94,4460.11,4436.55,10.72,3.88,21.90,3.26,16.00,13.97,0.41,0.69,6.92,32.63,1.96,42.75,5.00
Thermax,500411,THERMAX,Engineering,1140.10,0,0,30.59,873.05,1198.00,6330.36,339.22,13585.01,0.08,10.55,16.27,27.87,35.59,45.44,3.67,7.68,34.44,13456.21,3014.29,2991.77,9.44,4.51,-117.74,2.15,21.48,24.22,0.61,1.20,3.29,9.71,0.00,61.98,5.00
Thomas Cook (I),500413,THOMASCOOK,Travel Agencies,141.30,0,0,16.78,121.00,264.40,6836.28,37.05,5240.98,0.04,2.47,5.08,16.10,141.46,85.42,23.90,1.24,1.40,4567.85,8893.28,8856.19,1.88,0.59,20.73,0.77,22.53,16.39,0.27,0.99,38.69,5.92,0.00,66.91,4.00
Thyrocare Tech.,539871,THYROCARE,Healthcare,506.15,1,0,24.47,406.65,677.95,381.59,99.95,2672.40,0.00,19.15,31.14,93.98,26.74,48.53,1.81,40.08,222.90,2663.35,455.78,402.98,18.51,5.86,27.69,7.00,15.95,110.89,3.95,2.08,19.81,14.79,0.00,65.95,7.00
Time Technoplast,532856,TIMETECHNO,Plastics Products,58.35,0,0,6.58,54.75,135.05,3650.40,203.23,1319.57,0.50,12.52,15.47,10.02,6.49,12.73,0.39,14.50,3.73,2092.84,1669.17,1646.56,7.92,0.79,4.69,0.36,3.93,10.04,1.54,2.79,10.58,16.46,16.72,51.18,8.00
Timken India,522113,TIMKEN,Bearings,792.95,0,0,59.92,495.85,816.90,1684.40,168.70,5964.47,0.02,14.97,22.03,6.48,35.36,41.17,1.33,19.13,175.82,5963.55,1340.75,1265.54,14.37,4.45,23.97,3.54,17.55,5.06,0.13,2.00,18.28,26.68,0.00,67.82,6.00
Titan Company,500114,TITAN,Diamond Cutting / Jewellery,1280.60,1,0,75.02,731.70,1345.55,20478.58,1431.14,113689.90,0.39,23.66,25.02,31.17,79.44,54.90,5.75,10.15,27.62,115016.40,6070.15,5981.37,17.10,18.73,91.47,5.55,50.37,31.61,0.39,3.06,12.60,13.81,0.00,52.91,6.00
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,1616.25,0,0,11.31,1452.00,1964.00,7823.00,489.00,27350.18,1.28,16.15,14.44,42.09,34.93,31.59,-17.55,26.18,2.92,32572.24,4724.35,4639.73,8.49,5.79,15.21,3.50,15.53,65.95,1.05,1.66,12.96,-1.99,0.00,71.25,7.00
Torrent Power,532779,TORNTPOWER,Power Generation And Supply,282.60,0,0,30.50,216.55,313.80,13358.97,948.36,13582.23,1.08,9.67,11.91,25.63,14.32,21.79,0.24,24.45,2.41,22969.38,8970.23,8489.61,3.84,1.51,5.60,1.02,6.64,26.73,1.77,1.11,8.76,58.50,0.00,53.57,7.00
Trent,500251,TRENT,Trading,478.65,0,0,52.92,313.00,529.00,2708.25,147.08,17015.41,0.29,7.18,10.43,32.57,115.43,76.91,3.10,12.17,3.44,17458.60,1696.80,1663.57,5.63,10.03,603.62,6.28,44.09,33.89,0.25,2.17,17.34,37.29,0.00,37.01,5.00
Trident,521064,TRIDENT,Textiles - Products,58.15,0,0,11.83,52.00,75.70,5393.65,436.37,2963.30,0.83,11.86,10.38,30.88,6.79,9.63,0.54,20.06,6.24,5373.94,2931.29,2421.69,5.71,1.01,4.54,0.55,4.77,41.22,5.16,2.57,6.32,12.65,0.00,71.06,9.00
Triveni Turbine,533655,TRITURBINE,Electric Equipment,104.50,1,0,29.81,80.50,126.35,881.86,111.92,3378.54,0.00,25.80,39.11,22.15,30.19,36.40,3.86,18.64,80.70,3351.43,433.39,401.06,26.01,7.80,22.84,3.83,17.89,0.00,0.00,1.51,10.15,7.82,2.74,67.79,6.00
TTK Prestige,517506,TTKPRESTIG,Domestic Appliances,6128.90,0,0,45.49,4212.50,7741.66,1982.75,190.88,8495.52,0.00,17.66,24.84,17.91,44.51,41.90,3.63,14.46,145.03,8432.94,1155.91,1142.11,17.57,7.36,94.89,4.28,26.86,18.22,0.41,2.13,10.00,12.26,0.00,70.41,8.00
Tube Investments,540762,TIINDIA,Miscellaneous,380.90,0,0,48.79,256.00,434.00,5679.64,257.10,7153.36,0.41,16.90,19.22,12.02,27.82,29.10,,9.95,9.31,7705.23,1475.41,1456.63,10.81,4.85,14.51,1.26,12.44,19.52,0.66,1.37,,,0.08,47.54,7.00
TV18 Broadcast,532800,TV18BRDCST,Entertainment / Electronic Media Software,24.05,0,0,33.24,18.05,40.90,5052.02,221.69,4123.04,0.46,1.74,2.82,0.00,17.58,399.73,3.17,6.96,2.62,5562.98,3498.20,3155.33,1.14,1.18,-32.78,0.82,12.28,0.00,0.00,2.25,20.22,5.55,0.00,60.40,6.00
TVS Motor Co.,532343,TVSMOTOR,Automobiles - Motorcycles / Mopeds,419.60,1,0,24.05,338.25,594.00,18510.09,665.83,19935.20,0.42,23.64,23.70,23.25,29.94,34.32,1.45,7.93,11.44,21291.34,3347.32,3299.81,16.37,5.96,18.16,1.08,14.44,24.81,0.83,0.89,17.98,20.71,0.00,57.40,7.00
TVS Srichakra,509243,TVSSRICHAK,Tyres,1779.70,1,0,21.07,1470.00,2742.40,2386.40,95.46,1363.25,0.56,20.78,23.13,26.92,14.28,13.54,0.85,10.77,4.78,1759.48,743.15,735.49,13.10,1.83,16.59,0.57,6.55,29.70,2.25,1.65,7.35,16.80,0.00,45.36,4.00
UCO Bank,532505,UCOBANK,Banks - Public Sector,11.95,0,0,1.27,11.80,23.50,14415.36,-4288.65,8797.83,14.95,-31.12,3.62,0.00,,5.66,,28.96,0.57,190596.19,15733.17,8370.97,-1.62,0.64,2.17,0.61,33.50,0.00,0.00,6.72,-4.70,,0.00,92.52,6.00
Uflex,500148,UFLEX,Packaging,210.45,0,0,16.27,181.00,321.80,8030.64,310.42,1519.66,0.49,8.47,9.89,5.50,4.90,4.82,0.55,12.57,2.87,3336.60,4304.33,4232.12,5.47,0.35,2.75,0.19,3.24,4.60,0.95,2.35,6.44,8.94,9.55,44.01,7.00
Ujjivan Fin.Ser.,539874,UJJIVAN,Finance & Investments,311.35,0,0,87.00,166.50,371.60,2107.43,215.67,3781.99,6.31,,,12.92,17.54,71.00,,50.24,1.36,14526.93,1877.88,1756.52,333.54,2.01,15.83,1.79,12.00,10.87,0.43,4.05,,,0.00,0.00,5.00
UltraTech Cem.,532538,ULTRACEMCO,Cement - North India,4212.60,0,0,29.20,3260.45,4904.95,38656.65,3010.49,115699.27,0.80,9.73,11.75,12.02,38.43,39.37,12.81,20.14,3.70,137810.45,28388.31,28113.66,6.30,4.08,22.43,2.99,16.60,12.97,0.27,0.80,12.51,3.00,0.00,61.68,5.00
Union Bank (I),532477,UNIONBANK,Banks - Public Sector,50.90,0,0,3.98,48.95,100.40,34263.47,-2852.56,8973.75,17.32,-10.46,4.47,0.00,,9.30,,48.10,0.86,424706.87,26487.01,24723.99,-0.54,0.34,-1.24,0.26,20.48,0.00,0.00,6.19,3.03,,0.00,74.27,4.00
United Bank (I),533171,UNITEDBNK,Banks - Public Sector,8.05,0,0,4.55,7.70,13.30,8779.25,-1822.25,5979.48,11.93,-14.42,3.01,0.00,,11.99,,1.22,0.41,133503.03,11498.88,4070.96,-0.83,0.52,-0.40,0.68,48.97,0.00,0.00,7.68,-4.18,-38.08,0.00,96.83,2.00
United Breweries,532478,UBL,Breweries & Distilleries,1324.80,0,0,22.33,1083.00,1493.75,6655.05,505.40,35027.71,0.07,15.44,21.65,12.81,69.31,82.69,3.46,16.02,27.67,35194.08,3181.89,3155.45,12.86,11.01,54.36,5.26,32.41,11.75,0.19,1.51,8.85,20.06,18.20,57.72,8.00
UPL,512070,UPL,Pesticides / Agrochemicals - Indian,594.95,0,0,53.30,388.10,709.25,25609.00,1115.00,45455.55,1.99,22.56,16.24,22.95,33.42,20.19,2.74,16.62,2.56,71744.55,14645.00,14543.00,11.01,3.10,19.29,1.77,16.26,28.20,0.90,1.76,15.18,12.18,1.55,27.88,4.00
V I P Inds.,507880,VIPIND,Moulded Luggage,454.25,1,0,32.82,342.00,567.00,1831.03,117.00,6419.34,0.15,26.33,38.29,34.79,44.04,33.51,1.72,13.85,34.18,6491.26,581.38,553.12,24.71,11.04,-114.80,3.51,24.69,31.13,0.70,2.34,13.63,25.64,0.00,53.46,3.00
V-Guard Inds.,532953,VGUARD,Electric Equipment,220.75,1,0,38.75,159.10,252.00,2630.93,183.57,9435.97,0.01,21.45,28.82,21.19,51.40,44.10,2.74,9.28,116.45,9361.34,899.68,856.97,21.28,10.49,61.49,3.59,35.25,20.63,0.36,2.25,11.26,18.77,0.00,64.10,7.00
V-Mart Retail,534976,VMART,Trading,1998.55,0,0,19.25,1676.00,2903.90,1525.59,54.36,3628.09,0.00,19.90,29.54,4.94,65.14,39.46,3.01,9.51,8.13,3611.82,409.29,391.14,18.35,8.86,47.65,2.38,23.73,5.00,0.08,1.81,20.05,21.64,0.00,52.46,6.00
Va Tech Wabag,533269,WABAG,Engineering,269.90,0,0,10.86,243.45,362.95,2549.64,94.64,1476.09,0.57,10.88,15.83,19.59,15.60,27.79,-16.08,7.47,2.08,1910.39,1068.91,1057.97,6.74,1.38,-19.36,0.58,9.64,20.83,1.48,1.66,4.43,-0.97,12.43,24.68,2.00
Vardhman Textile,502986,VTL,Textiles - Cotton/Blended,936.00,0,0,10.22,849.20,1155.00,6828.31,687.65,5381.83,0.41,12.70,13.41,12.16,7.83,7.90,-7.18,16.87,9.10,7615.64,5590.36,5533.87,8.32,0.96,10.79,0.79,5.48,13.53,1.87,4.04,2.34,-1.09,0.00,62.15,5.00
Varroc Engineer,541578,VARROC,Auto Ancillaries,447.65,0,0,17.79,380.05,915.00,11979.52,436.88,6034.84,0.79,16.15,13.61,8.75,13.81,17.49,,9.46,5.93,8303.58,3087.10,3073.62,9.57,1.95,12.73,0.50,6.67,12.08,0.89,1.14,,,0.00,85.00,4.00
Varun Beverages,540180,VBL,Food - Processing - Indian,603.15,0,0,32.54,455.07,683.15,6120.96,418.33,17412.26,1.30,11.50,13.96,12.44,41.62,89.91,0.74,20.67,3.55,20572.10,2499.62,2316.96,4.16,6.97,17.42,2.84,15.99,15.59,0.00,0.70,19.27,55.97,0.13,73.56,6.00
Vedanta,500295,VEDL,Mining / Minerals / Metals,151.30,0,0,20.75,125.30,246.90,91216.00,6883.00,56241.15,1.06,11.23,15.33,86.18,8.46,10.91,2.47,24.24,3.14,114098.15,62297.00,61925.00,4.40,0.90,2.37,0.62,4.37,99.25,12.47,0.71,6.83,3.43,0.00,50.14,5.00
Venky's (India),523261,VENKEYS,Miscellaneous,1554.45,0,0,41.31,1100.00,2955.95,3192.24,164.93,2189.81,0.30,26.27,29.65,6.30,13.28,16.94,0.28,9.11,10.21,2303.53,881.49,867.40,15.03,2.48,13.79,0.69,7.16,6.47,0.51,2.21,11.88,47.82,0.00,56.11,5.00
Vinati Organics,524200,VINATIORGA,Pharmaceuticals - Indian - Bulk Drugs,2192.55,1,0,95.76,1120.00,2511.00,1139.14,300.60,11267.74,0.00,24.95,36.41,14.51,37.48,24.41,1.37,38.37,428.03,11267.62,1051.28,1041.00,23.68,10.72,56.25,9.89,23.41,12.74,0.32,2.54,9.74,27.41,0.00,74.01,8.00
Vodafone Idea,532822,IDEA,Telecommunications - Service Provider,5.40,0,0,12.50,4.80,27.51,42473.20,-19734.20,15517.11,2.11,-22.36,-3.07,0.00,,19.91,,16.56,-0.90,140466.21,79634.60,50899.20,-5.65,0.26,2.95,0.37,17.35,0.00,0.00,0.84,6.94,,0.00,71.57,4.00
Voltas,500575,VOLTAS,Diversified - Mega,674.65,0,0,43.24,471.00,705.00,7629.98,489.17,22323.14,0.08,15.05,20.18,23.85,42.52,29.28,2.43,7.68,21.99,22316.68,4109.99,4076.91,13.94,5.43,-69.45,2.93,28.34,26.05,0.59,1.50,6.23,17.51,0.00,30.30,4.00
WABCO India,533023,WABCOINDIA,Auto Ancillaries,6197.80,0,0,6.89,5798.40,7100.00,2743.35,262.17,11751.03,0.00,17.01,24.25,5.94,44.82,55.75,2.54,14.43,1274.63,11201.38,1779.97,1770.49,16.84,6.60,-34.57,4.28,24.36,6.05,0.15,2.69,20.79,17.63,0.00,75.00,4.00
Welspun Corp,532144,WELCORP,Steel - Large,128.00,0,0,47.47,86.80,164.00,9560.93,53.11,3394.89,0.47,1.41,8.02,-13.82,63.92,33.84,,4.77,2.01,4029.17,2797.64,2665.03,0.74,1.21,5.58,0.36,6.21,-100.00,0.39,1.46,3.05,,0.00,48.98,7.00
Welspun India,514162,WELSPUNIND,Textiles - Products,52.05,0,0,26.95,41.00,71.00,6705.61,232.66,5229.59,1.19,19.40,14.75,16.53,10.75,16.83,0.33,16.49,4.64,8366.86,2779.32,2678.85,8.01,1.88,5.66,0.78,7.01,14.36,0.58,2.48,8.52,32.87,0.00,68.48,6.00
Westlife Develop,505533,WESTLIFE,Hotels,287.90,0,0,11.94,257.20,454.45,1440.29,27.54,4481.24,0.40,0.62,2.59,0.00,162.72,1900.06,3.43,9.31,1.75,4705.95,583.02,551.89,0.33,7.69,39.04,3.11,30.61,0.00,0.00,0.41,13.62,47.50,0.00,62.15,8.00
Whirlpool India,500238,WHIRLPOOL,Domestic Appliances,1955.40,1,0,54.77,1263.40,1976.00,5722.39,434.11,24808.16,0.00,21.65,33.55,14.10,57.15,42.85,2.11,11.87,51.20,23747.16,2142.67,2015.80,20.02,11.58,61.65,4.34,29.74,15.59,0.26,1.72,14.02,27.09,0.00,75.00,6.00
Wipro,507685,WIPRO,Computers - Software - Large,233.50,0,0,5.90,220.50,301.60,59574.30,9270.50,140940.22,0.18,16.90,18.26,6.03,15.20,16.70,5.33,19.93,17.33,135034.02,56422.90,55215.80,13.01,2.50,12.12,2.37,9.20,6.70,0.43,2.26,6.33,2.85,0.00,74.05,8.00
Wockhardt,532300,WOCKPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,255.65,0,0,10.58,231.20,578.45,4013.78,-166.58,2830.94,1.08,-8.10,-0.95,-18.83,,33.22,,3.61,-0.06,5522.94,2674.81,2619.46,-3.53,1.06,15.44,0.71,33.13,0.00,0.00,2.01,-2.95,,2.07,74.06,5.00
Yes Bank,532648,YESBANK,Banks - Private Sector,32.00,0,0,10.34,29.00,286.00,30862.85,573.67,8161.06,12.49,13.61,7.40,19.36,14.23,19.48,11.48,56.79,1.03,317305.84,26904.97,26441.19,1.35,0.30,-0.33,0.26,14.63,26.91,5.67,2.74,24.31,1.24,40.78,17.97,2.00
Zee Entertainmen,505537,ZEEL,Entertainment / Electronic Media Software,233.15,1,0,17.07,199.15,506.90,8170.02,1771.30,22393.63,0.04,18.97,25.83,17.02,12.54,34.20,1.01,33.67,19.32,21545.43,8923.95,8827.90,16.18,2.51,165.64,2.74,7.04,21.44,1.50,3.45,12.40,12.44,63.98,35.79,7.00
